ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_325,0,Участник мероприятия,Бетонные строительные работы; ,,Инженер,2012,Акционерное общество РУСБУРМАШ,,1999-02-18,2018-06-04,,,2014,,78.54363069979819,,0,,,
ФИО_174,0,Участник мероприятия,Электроника; ,Ведущий эксперт,,,"""ФГУП """"Комбинат """"Электрохимприбор""""""",,24.09.1990,,,,,,15.883882515731688,0.15658243050369092,0,26.813230810009117,1.1838732026885375,
ФИО_616,1,Участник мероприятия,Электроника; ,Начальник-группы,,01.11.1995,"""филиал АО """"Концерн Росэнергоатом"""" """"Опытно-демонстрационный инженерный центр по выводу из эксплуатации""""""",,1999-02-18,2021-06-01,,,,,25.948884871741626,,0,,,
ФИО_392,0,Участник мероприятия,Электроника; ,Плотник,,,"""АО по наладке",,08.06.1991,,Высшее,,,Инженер,30.999080879918232,0.11629487198452446,0,33.53637901855098,,
ФИО_213,0,Участник мероприятия,Инженер-конструктор; ,Эксперт ГИП,Инженер,1987-01-26,ФГУП РФЯЦ ВНИИЭФ,Инженер-конструктор,26.09.1979,2018-04-09,,,2007,,2.53811469234442,0.0,0,39.66893800518619,,
ФИО_42,0,Участник мероприятия,Сварочные технологии; ,Инженер по качеству,Инженер,июн.01,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КОНСИСТ - ОПЕРАТОР СВЯЗИ"" ""БЕЛОЯРСКИЙ""",,1995-09-29,,,,,,32.75708160289361,0.08083988594951017,0,42.702114855729086,,
ФИО_198,0,Участник не в оценке,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер по РЗА,,"12,2021","""АО """"Владимирское производственное объединение """"Точмаш""""""",,1995-03-24,2020-03-18,,,,Проектирование технологических машин и комплексов,0.0,0.0,0,39.024355116594926,,
ФИО_476,0,Участник мероприятия,Сетевое и системное администрирование; ,Руководитель направления по сопровождению деятельности производс,Инженер,2007-10-01,«Московский проектный институт» Московский филиал АО «Атомэнергопроект»,,1994-01-01,2016,,,,,0.0,0.03561045323019513,0,32.24894305274226,,
ФИО_650,0,Участник мероприятия,Электроника; ,главный специалист отдела ООС,,май.06,"""Акционерное общество Инжиниринговая компания """"АСЭ""""""",,,,,,,,5.701418365935325,0.22175161522062486,0,41.78093819665133,1.3816717310412931,2.2706583653647003
ФИО_493,0,Участник мероприятия,Инженерное проектирование; ,Инженер по качеству,,09.2000,Филиал АО ''АЭМ-технологии'' ''Атоммаш'' в г. Волгодонск,,1998-04-19,2016,,,,,0.0,,0,,,
ФИО_302,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер по ремонту,Специалист (рабочие специальности),06.2012,"""АО Инжиниринговая компания """"АЭМ-технологии""""",нет в предлагаемом списке,2002-08-08,2024-04-01,,,,,2.9940710710695235,,0,,,
ФИО_162,0,Участник мероприятия,Аналитический контроль; ,Водитель кислотовоза,,,AKKUYU NÜKLEER ANONİM ŞİRKETİ,,05.05.1986,,,,,,26.930218306213742,,0,,,
ФИО_354,1,Участник мероприятия,Мехатроника; ,Инженер по качеству,,08.2002,Цех 90,,1978-07-21,2018-04-09,,,,,38.59272198388886,,0,,,
ФИО_337,1,Участник мероприятия,Инженерное проектирование; ,Инженер-электроник,Инженер,2000,"""АО """"АТОМЭНЕРГОПРОЕКТ""""""",Инженер-конструктор,22.05.1998,2005-01-17,,,,,0.0,0.14231253434057559,0,33.17261580472105,,
ФИО_346,0,Участник мероприятия,Технологии композитов; ,Экономист по планированию,,07.2002,Снежинский физико-технический институт Национального исследовательского ядерного университета МИФИ,,,,,,,,0.0,0.026559676376468423,0,44.640074137305575,1.141251081592981,2.2560160588955274
ФИО_131,1,Участник мероприятия,Промышленная механика и монтаж; ,Ведущий специалист,Инженер,08.1994,"АО ""Гринатом"" Отдел систем промышленной автоматизации",,1986-04-10,2019,,,,,48.15061752049833,0.1722588183687781,0,28.8417696883281,1.770997468371685,2.3192148799531616
