ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_571,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий эксперт,,2014-11-27,АО «Объединённая теплоэнергетическая компания»,,2003-06-19,2014,,,,,14.380676684215924,,0,,,
ФИО_411,0,Участник мероприятия,Электромонтаж; ,Инженер технолог,Инженер,авг.14,Санкт-Петербургский государственный университет аэрокосмического приборостроения ,,1999-02-18,2018-05-03,,,,,28.894587695404333,,0,,,
ФИО_508,0,Участник мероприятия,Сварочные технологии; ,Ведущий специалист,,09.2013,"Акционерное общество ""АтомЭнергоСбыт""",,1997-12-12,,,,,,0.0,,0,,,
ФИО_458,1,Участник мероприятия,Электромонтаж; ,Инженер - конструктор,Руководитель,2018-11-01,ООО Газпромнефть ИТО,нет в предлагаемом списке,1998-01-23,02.10.2019,,,,Экономика и управление на предприятии ;Техносферная безопасность ,42.424559520436816,,0,,,
ФИО_535,0,Участник мероприятия,Токарные работы на станках с ЧПУ; ,Инженер-технолог 2 категории,,2022-07-01,Цех 90,,1983-12-14,2020-03-18,высшее,НИЯУ МИФИ,,,44.003729296961495,0.18977014449300714,0,41.836950016455404,1.7077643978552028,1.5449257935037988
ФИО_436,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер 1 категории,,2019-10-17,ООО «Русатом инфраструктурные решения»,,,2020-02-03,Высшее,НИУЯ МИФИ,2005,"Электротехника, электромеханика и электротехнология",20.593658569432602,0.10196283126999657,0,36.72405531785476,1.0,2.3532341274173025
ФИО_311,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-химик,,2008-03-20,"""Акционерное общество """"Сибирский Химический Комбинат""""""",,1999-06-04,,,,,,10.25066852439193,0.06839588386644259,0,33.57811091389249,,
ФИО_647,0,Участник мероприятия,Работы на токарных универсальных станках; ,студент,,2008-03-11,Чепецкий механический завод,,,,,,,,57.26420896716313,,0,,,
ФИО_410,1,Участник мероприятия,Информационная безопасность; ,Сварщик,,июл.08,АО «Гринатом»,,,2021-04-23,Высшее,,,Инженер конструктор-технолог,15.120319199917736,,0,,,
ФИО_426,0,Участник мероприятия,Электроника; ,Фрезеровщик,,,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",,,,,,,,0.0,,0,,,
ФИО_428,1,Участник мероприятия,Аналитический контроль; ,лаборант химического анализа 5 разряда,,2018-10-09,Уральский электрохимический комбинат,,1992-02-16,2016-04-13,,,,,55.153254847969635,0.1462746310664031,0,30.875625396165592,,
ФИО_672,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер ведущий,,01.12.2015,"Филиал АО ""НИКИМТ-Атомстрой"" Дирекция на Курской АЭС",Инженерное проектирование,1975-02-25,2021-05-14,,,,,0.0,0.0,0,34.73467156311442,1.6353135696456134,2.1338710856118395
ФИО_489,0,Участник мероприятия,Промышленная механика и монтаж; ,Лаборант,Инженер,июн.10,Акционерное общество «Производственное объединение «Электрохимический завод»,нет в предлагаемом списке,1999-02-18,2018-04-04,,,2018,Электроэнергетика и электротехника,46.32914735217601,,0,,,
ФИО_16,0,Участник мероприятия,Инженер-конструктор; ,"Инженер (по инженерно-техническим средствам физической защиты, он же администратор автоматизированной системы контроля доступом комбината), 1 категория",,2019-07-15,"АО ""Концерн Росэнергоатом"" филиал Нововоронежская АЭС",,1977-05-15,,,,,,0.0,,0,,,
