ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_540,0,Участник мероприятия,Квантовые технологии; ,Инженер по качеству,,мар.12,АО «Русатом Оверсиз»,,,,,,,,22.55624268977747,0.0,0,40.83785799135117,,
ФИО_343,0,Участник мероприятия,Информационная безопасность; ,Инженер по подготовке производства,,10.10.2021,АО «Гринатом»,,1989-04-18,2021-12-01,,,,,40.004675766619116,0.128079023729338,0,31.070111477149943,,
ФИО_485,0,Участник мероприятия,Технологии композитов; ,Лаборант химического анализа 6 разряда,,02.2021,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Электромонтаж,11.03.1992,2013-11-27,,,,,22.38133044888505,0.011313992627053938,0,36.82763028763348,1.3610759632000895,2.1643582324302484
ФИО_264,0,Участник мероприятия,Информационная безопасность; ,Ведущий специалист по планированию,,03.2013,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1999-02-18,2006-08-23,,,,,21.960151516285606,,0,31.975668041788598,,
ФИО_534,0,Участник мероприятия,Инженерное проектирование; ,Фрезеровщик,Специалист (рабочие специальности),2014-11-11,"Филиал АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""""РОСТОВСКАЯ АТОМНАЯ СТАНЦИЯ""",Радиационный контроль,1997-12-20,2021-03-25,,,,,0.0,0.026091121799087978,0,32.817915196723945,,
ФИО_145,0,Участник мероприятия,Инженер-конструктор; ,Мастер 1 группы,,2014-03-04,"""АО """"ЕВРАЗ ОБЪЕДИНЕНЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,1986-09-22,,,,,,21.113201644089855,,0,,,
ФИО_180,0,Участник мероприятия,Инженер-технолог машиностроения; ,Инженер-программист,,,Институт компьютерных технологий и информационной безопасности при Южном Федеральном Университете,,,,,,,,37.768231572580014,0.17486957017932708,0,32.50461839112617,1.3672471093265113,2.2474688766088065
ФИО_280,0,Участник мероприятия,Геодезия; ,Мастер,,03.10.2005,Балаковская атомная электростанция,,31.10.1989,,,,,,50.972767422172986,0.20416612552305666,0,28.201014294825825,,
ФИО_629,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Специалист по анализу данных,,2017-02-24,НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КОНСТРУКЦИОННЫХ МАТЕРИАЛОВ НА ОСНОВЕ ГРАФИТА НИИГРАФИТ,,2001-02-18,2021-07-18,,,,,17.54847300665724,,0,33.19118379749445,,
ФИО_395,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Слесарь КИПиА,,2016-10-10,-,,1997-12-12,2014-07-07,,,,,53.34998991119071,,0,,,
ФИО_94,0,Участник мероприятия,Сварочные технологии; ,Сварщик,,,TİTAN2 IC İÇTAŞ İNŞAAT A.Ş.,,,,среднее профессиональное,,,Эксплуатация железных дорог,0.2401984061081457,,0,30.059837255226878,,
